Category,Brand_ID,Price_USD,Target_Gender,Main_Color,Main_Metal,Main_Gem
jewelry.ring,1.0,294.38,f,red,gold,pearl
jewelry.earring,1.0,424.52,f,red,gold,pearl
jewelry.ring,1.0,410.82,f,red,gold,amethyst
jewelry.ring,0.0,335.48,f,white,gold,diamond
jewelry.earring,0.0,568.36,f,white,gold,diamond
jewelry.ring,0.0,671.1,f,red,gold,diamond
jewelry.ring,0.0,246.44,f,white,gold,topaz
jewelry.ring,1.0,67.77,f,red,gold,fianit
jewelry.ring,0.0,434.93,f,red,gold,diamond
jewelry.pendant,1.0,98.49,f,red,gold,diamond
jewelry.pendant,1.0,83.42,f,red,gold,diamond
jewelry.pendant,1.0,82.05,f,red,gold,diamond
jewelry.earring,0.0,83.42,f,white,gold,fianit
jewelry.bracelet,1.0,812.58,f,red,gold,diamond
jewelry.bracelet,0.0,779.81,f,red,gold,diamond
jewelry.bracelet,0.0,684.79,f,red,gold,sapphire
jewelry.earring,0.0,1109.45,f,red,gold,diamond
jewelry.ring,2.0,247.95,f,red,gold,mix
jewelry.earring,0.0,362.88,f,red,gold,pearl
jewelry.earring,1.0,294.38,f,red,gold,pearl
jewelry.pendant,0.0,136.85,f,red,gold,diamond
jewelry.pendant,1.0,121.78,f,red,gold,diamond
jewelry.earring,0.0,239.59,f,red,gold,pearl
jewelry.pendant,1.0,471.04,f,red,gold,garnet
jewelry.earring,0.0,308.08,f,red,gold,fianit
jewelry.ring,2.0,232.74,f,red,gold,diamond
jewelry.ring,1.0,301.23,f,red,gold,diamond
jewelry.souvenir,0.0,6.71,f,red,silver,diamond
jewelry.brooch,1.0,6.71,f,red,silver,diamond
jewelry.ring,0.0,630.0,f,red,gold,diamond
jewelry.ring,0.0,184.79,f,white,gold,diamond
jewelry.bracelet,1.0,345.58,f,red,gold,diamond
jewelry.earring,0.0,609.45,f,red,gold,quartz
jewelry.ring,1.0,47.81,f,red,gold,diamond
jewelry.ring,0.0,438.22,f,red,gold,diamond
jewelry.pendant,0.0,88.9,f,red,gold,garnet
jewelry.earring,2.0,378.49,f,red,gold,diamond
jewelry.ring,2.0,283.42,m,red,gold,diamond
jewelry.ring,0.0,657.4,f,red,gold,diamond
jewelry.earring,0.0,157.4,f,white,gold,sapphire
jewelry.earring,1.0,725.89,f,red,gold,garnet
jewelry.earring,1.0,438.36,f,red,gold,garnet
jewelry.pendant,1.0,82.07,f,red,gold,fianit
jewelry.earring,1.0,165.62,f,red,gold,fianit
jewelry.pendant,0.0,232.74,f,red,gold,emerald
jewelry.earring,0.0,287.53,f,yellow,gold,topaz
jewelry.earring,1.0,279.32,f,red,gold,diamond
jewelry.pendant,1.0,67.78,f,red,gold,diamond
jewelry.earring,2.0,168.36,f,red,gold,diamond
jewelry.pendant,0.0,150.55,f,red,gold,diamond
jewelry.pendant,2.0,479.42,f,red,gold,diamond
jewelry.ring,0.0,561.51,f,red,gold,diamond
jewelry.ring,0.0,1486.16,f,red,gold,diamond
jewelry.pendant,2.0,479.42,f,red,gold,diamond
jewelry.pendant,0.0,25.89,f,red,gold,diamond
jewelry.earring,0.0,170.84,f,red,gold,fianit
jewelry.earring,1.0,91.64,f,red,gold,diamond
jewelry.bracelet,0.0,204.42,f,red,gold,diamond
jewelry.earring,0.0,164.25,f,white,gold,topaz
jewelry.ring,1.0,225.89,f,red,gold,topaz
jewelry.earring,1.0,294.38,f,red,gold,topaz
jewelry.earring,0.0,339.59,f,white,gold,diamond
jewelry.earring,0.0,234.11,f,white,gold,diamond
jewelry.earring,0.0,164.25,f,red,gold,pearl
jewelry.ring,0.0,188.7,f,white,gold,diamond
jewelry.ring,0.0,547.81,f,red,gold,diamond
jewelry.ring,1.0,410.82,f,white,gold,diamond
jewelry.earring,2.0,205.34,f,red,gold,diamond
jewelry.ring,0.0,390.27,f,white,gold,diamond
jewelry.ring,1.0,134.11,f,red,gold,fianit
jewelry.ring,0.0,399.96,f,white,gold,diamond
jewelry.ring,0.0,766.99,f,red,gold,diamond
jewelry.earring,0.0,390.27,f,red,gold,diamond
jewelry.brooch,0.0,114.93,f,red,gold,diamond
jewelry.bracelet,0.0,505.34,f,red,gold,diamond
jewelry.necklace,1.0,232.74,f,red,gold,fianit
jewelry.necklace,0.0,408.08,f,red,gold,fianit
jewelry.ring,0.0,246.44,f,red,gold,garnet
jewelry.necklace,1.0,246.44,f,white,gold,diamond
jewelry.earring,0.0,362.88,f,yellow,gold,diamond
jewelry.bracelet,0.0,512.19,f,red,gold,diamond
jewelry.bracelet,0.0,116.3,f,red,gold,topaz
jewelry.earring,0.0,677.95,f,yellow,gold,diamond
jewelry.necklace,1.0,1217.67,f,red,gold,diamond
jewelry.bracelet,2.0,455.38,f,red,gold,diamond
jewelry.bracelet,1.0,381.48,f,red,gold,diamond
jewelry.bracelet,1.0,814.93,f,red,gold,diamond
jewelry.necklace,2.0,397.85,f,unknown-color,gold,diamond
jewelry.earring,1.0,575.21,f,red,gold,pearl
jewelry.earring,1.0,225.89,f,red,gold,pearl
jewelry.earring,0.0,157.4,f,red,gold,pearl
jewelry.pendant,0.0,205.34,f,white,gold,diamond
jewelry.pendant,0.0,136.85,f,red,gold,topaz
jewelry.earring,1.0,246.44,f,red,gold,topaz
jewelry.earring,0.0,356.03,f,red,gold,topaz
jewelry.ring,0.0,486.16,f,red,gold,diamond
jewelry.earring,1.0,1715.07,f,red,gold,topaz
jewelry.earring,2.0,225.89,f,red,gold,topaz
jewelry.ring,2.0,116.3,f,red,gold,topaz
jewelry.earring,1.0,253.29,f,red,gold,fianit
jewelry.pendant,2.0,61.51,f,red,gold,garnet
jewelry.earring,1.0,1097.26,f,red,gold,garnet
jewelry.ring,1.0,253.29,f,red,gold,garnet
jewelry.ring,0.0,134.11,f,red,gold,fianit
jewelry.pendant,1.0,51.92,f,red,gold,fianit
jewelry.pendant,0.0,109.45,f,yellow,gold,diamond
jewelry.bracelet,1.0,110.07,f,red,gold,diamond
jewelry.pendant,1.0,66.99,f,red,gold,diamond
jewelry.earring,1.0,472.47,f,white,gold,diamond
jewelry.earring,0.0,171.21,f,red,gold,emerald
jewelry.earring,2.0,191.64,f,red,gold,topaz
jewelry.ring,1.0,253.29,f,white,gold,topaz
jewelry.earring,1.0,325.89,f,red,gold,fianit
jewelry.earring,0.0,202.6,f,red,gold,diamond
jewelry.ring,0.0,246.44,f,white,gold,topaz
jewelry.bracelet,0.0,499.86,f,white,gold,topaz
jewelry.ring,0.0,1335.48,f,yellow,gold,topaz
jewelry.ring,0.0,575.21,f,red,gold,diamond
jewelry.earring,0.0,445.07,f,white,gold,diamond
jewelry.ring,1.0,636.85,f,white,gold,diamond
jewelry.pendant,2.0,61.51,f,red,gold,garnet
jewelry.ring,0.0,801.23,f,red,gold,diamond
jewelry.ring,1.0,636.85,f,red,gold,diamond
jewelry.ring,0.0,77.95,f,red,gold,fianit
jewelry.earring,1.0,114.93,f,red,gold,diamond
jewelry.ring,0.0,521.78,f,red,gold,fianit
jewelry.ring,1.0,225.89,f,red,gold,topaz
jewelry.ring,2.0,349.18,f,white,gold,diamond
jewelry.ring,0.0,342.33,f,red,gold,diamond
jewelry.ring,0.0,316.3,f,white,gold,fianit
jewelry.earring,0.0,636.85,f,red,gold,diamond
jewelry.earring,2.0,521.88,f,red,gold,diamond
jewelry.pendant,2.0,60.14,f,red,gold,diamond
jewelry.earring,1.0,677.95,f,red,gold,diamond
jewelry.earring,1.0,171.1,f,red,gold,diamond
jewelry.ring,0.0,212.19,f,red,gold,garnet
jewelry.ring,1.0,141.1,f,red,gold,garnet
jewelry.ring,1.0,123.15,f,red,gold,garnet
jewelry.ring,1.0,253.29,f,red,gold,garnet
jewelry.earring,1.0,677.95,f,red,gold,diamond
jewelry.ring,1.0,390.27,f,red,gold,diamond
jewelry.bracelet,0.0,280.68,f,yellow,gold,diamond
jewelry.earring,0.0,362.88,f,red,gold,pearl
jewelry.earring,0.0,317.67,f,red,gold,diamond
jewelry.ring,0.0,190.27,f,red,gold,fianit
jewelry.earring,0.0,383.42,f,red,gold,diamond
jewelry.ring,0.0,219.04,f,red,gold,emerald
jewelry.pendant,1.0,280.68,f,red,gold,diamond
jewelry.ring,2.0,349.18,f,red,gold,diamond
jewelry.earring,0.0,130.0,f,red,gold,diamond
jewelry.ring,0.0,246.44,f,red,gold,quartz
jewelry.pendant,1.0,150.55,f,red,gold,diamond
jewelry.ring,0.0,242.9,f,red,gold,diamond
jewelry.ring,0.0,212.19,f,white,gold,diamond
jewelry.ring,0.0,236.85,f,red,gold,diamond
jewelry.bracelet,0.0,88.9,f,red,gold,pearl
jewelry.ring,0.0,194.73,f,red,gold,diamond
jewelry.ring,0.0,171.47,f,white,gold,diamond
jewelry.ring,0.0,188.7,f,white,gold,diamond
jewelry.pendant,1.0,331.51,f,red,gold,topaz
jewelry.earring,1.0,232.74,f,red,gold,diamond
jewelry.earring,0.0,77.95,f,red,gold,fianit
jewelry.pendant,1.0,280.68,f,red,gold,diamond
jewelry.pendant,1.0,68.36,f,red,gold,diamond
jewelry.pendant,1.0,68.36,f,red,gold,diamond
jewelry.earring,1.0,321.78,f,red,gold,pearl
jewelry.bracelet,0.0,458.77,f,red,gold,diamond
jewelry.earring,0.0,1536.14,f,white,gold,diamond
jewelry.earring,0.0,828.63,f,white,gold,diamond
jewelry.earring,1.0,273.84,f,red,gold,emerald
jewelry.earring,0.0,287.53,f,red,gold,emerald
jewelry.pendant,2.0,412.23,f,red,gold,diamond
jewelry.bracelet,1.0,745.07,f,red,gold,diamond
jewelry.bracelet,0.0,511.84,f,red,gold,diamond
jewelry.earring,0.0,328.63,f,red,gold,diamond
jewelry.earring,0.0,447.81,f,red,gold,diamond
jewelry.ring,1.0,500.66,f,white,gold,diamond
jewelry.earring,0.0,287.53,f,yellow,gold,tourmaline
jewelry.pendant,0.0,232.74,f,red,gold,diamond
jewelry.earring,0.0,335.48,f,red,gold,diamond
jewelry.earring,1.0,1242.42,f,red,gold,diamond
jewelry.earring,1.0,191.64,f,red,gold,pearl
jewelry.ring,0.0,182.66,f,red,gold,diamond
jewelry.ring,0.0,133.55,f,red,gold,diamond
jewelry.ring,0.0,200.45,f,red,gold,diamond
jewelry.earring,0.0,287.53,f,red,gold,amethyst
jewelry.bracelet,0.0,512.19,f,red,gold,diamond
jewelry.earring,0.0,124.52,f,white,gold,diamond
jewelry.earring,0.0,436.85,f,red,gold,fianit
jewelry.earring,1.0,527.26,f,red,gold,diamond
jewelry.ring,0.0,273.84,f,red,gold,diamond
jewelry.pendant,1.0,95.75,f,red,gold,diamond
jewelry.ring,0.0,259.97,f,red,gold,diamond
jewelry.pendant,1.0,383.42,f,white,gold,diamond
jewelry.ring,0.0,246.44,f,red,gold,sapphire
jewelry.pendant,1.0,383.42,f,white,gold,diamond
jewelry.earring,0.0,135.48,f,white,gold,fianit
jewelry.ring,0.0,236.85,f,red,gold,diamond
jewelry.ring,0.0,801.23,f,red,gold,diamond
jewelry.ring,0.0,266.99,f,red,gold,amber
jewelry.ring,0.0,347.81,f,red,gold,fianit
jewelry.pendant,1.0,102.6,f,red,gold,mix
jewelry.earring,1.0,1015.04,f,white,gold,diamond
jewelry.earring,0.0,171.1,f,red,gold,citrine
jewelry.earring,0.0,266.99,f,red,gold,ruby
jewelry.earring,0.0,794.38,f,red,gold,diamond
jewelry.bracelet,1.0,119.04,f,red,gold,diamond
jewelry.necklace,1.0,198.49,f,red,gold,diamond
jewelry.ring,1.0,1047.81,f,white,gold,diamond
jewelry.pendant,0.0,109.45,f,yellow,gold,diamond
jewelry.pendant,1.0,83.42,f,red,gold,diamond
jewelry.earring,0.0,1304.79,f,white,gold,diamond
jewelry.earring,0.0,1596.58,f,white,gold,diamond
jewelry.earring,1.0,191.64,f,red,gold,pearl
jewelry.earring,0.0,177.95,f,red,gold,pearl
jewelry.bracelet,0.0,325.89,f,red,gold,diamond
jewelry.ring,0.0,766.99,f,white,gold,diamond
jewelry.earring,0.0,228.63,f,red,gold,fianit
jewelry.earring,1.0,245.07,f,red,gold,diamond
jewelry.ring,1.0,486.16,f,white,gold,diamond
jewelry.ring,0.0,362.88,f,red,gold,diamond
jewelry.earring,1.0,151.92,f,red,gold,diamond
jewelry.earring,1.0,261.51,f,red,gold,diamond
jewelry.earring,0.0,921.04,f,white,gold,diamond
jewelry.earring,1.0,335.48,f,white,gold,diamond
jewelry.earring,1.0,547.81,f,white,gold,diamond
jewelry.necklace,1.0,294.38,f,red,gold,pearl
jewelry.necklace,1.0,294.38,f,red,gold,pearl
jewelry.earring,0.0,342.33,f,red,gold,diamond
jewelry.brooch,2.0,182.05,f,red,gold,diamond
jewelry.ring,0.0,188.7,f,white,gold,diamond
jewelry.pendant,1.0,110.82,f,red,gold,diamond
jewelry.bracelet,0.0,732.74,f,white,gold,sapphire
jewelry.earring,0.0,168.36,f,red,gold,diamond
jewelry.earring,0.0,232.74,f,red,gold,diamond
jewelry.ring,1.0,225.89,f,red,gold,topaz
jewelry.bracelet,1.0,157.4,f,red,gold,pearl
jewelry.bracelet,0.0,458.77,f,red,gold,diamond
jewelry.ring,0.0,119.77,f,red,gold,diamond
jewelry.earring,0.0,164.25,f,red,gold,topaz
jewelry.earring,0.0,431.37,f,red,gold,diamond
jewelry.earring,0.0,302.71,f,red,gold,diamond
jewelry.earring,1.0,499.86,f,red,gold,sapphire
jewelry.earring,1.0,561.51,f,red,gold,diamond
jewelry.earring,0.0,469.82,f,red,gold,diamond
jewelry.earring,0.0,609.45,f,red,gold,quartz
jewelry.ring,0.0,376.58,f,red,gold,quartz
jewelry.earring,1.0,623.15,f,red,gold,diamond
jewelry.ring,0.0,134.11,f,red,gold,fianit
jewelry.ring,1.0,424.52,f,red,gold,pearl
jewelry.earring,0.0,171.1,f,red,gold,citrine
jewelry.ring,0.0,287.53,f,red,gold,diamond
jewelry.earring,1.0,197.12,f,red,gold,diamond
jewelry.pendant,0.0,95.75,f,red,gold,amethyst
jewelry.ring,1.0,582.05,f,white,gold,diamond
jewelry.ring,1.0,917.67,f,white,gold,diamond
jewelry.necklace,1.0,268.36,f,red,gold,fianit
jewelry.ring,0.0,547.81,f,white,gold,diamond
jewelry.earring,1.0,253.74,f,red,gold,topaz
jewelry.ring,1.0,123.15,f,red,gold,topaz
jewelry.earring,0.0,321.78,f,red,gold,topaz
jewelry.earring,0.0,1657.4,f,red,gold,diamond
jewelry.ring,0.0,1027.26,f,red,gold,diamond
jewelry.pendant,0.0,95.75,f,red,gold,topaz
jewelry.ring,0.0,493.01,f,red,gold,diamond
jewelry.earring,0.0,636.85,f,red,gold,diamond
jewelry.ring,0.0,207.45,f,red,gold,diamond
jewelry.ring,1.0,582.05,f,white,gold,diamond
jewelry.bracelet,1.0,657.4,f,red,gold,diamond
jewelry.bracelet,0.0,512.19,f,red,gold,diamond
jewelry.necklace,0.0,451.92,f,red,gold,garnet
jewelry.ring,0.0,133.55,f,red,gold,diamond
jewelry.ring,2.0,177.95,f,red,gold,mix
jewelry.ring,0.0,801.23,f,red,gold,diamond
jewelry.ring,0.0,376.58,f,red,gold,diamond
jewelry.earring,0.0,243.7,f,white,gold,diamond
jewelry.ring,2.0,177.95,f,red,gold,mix
jewelry.pendant,1.0,684.79,f,white,gold,diamond
jewelry.bracelet,0.0,514.01,f,red,gold,diamond
jewelry.ring,1.0,308.08,f,red,gold,ruby
jewelry.ring,0.0,133.55,f,red,gold,diamond
jewelry.ring,0.0,119.77,f,red,gold,diamond
jewelry.pendant,0.0,107.23,f,white,gold,diamond
jewelry.ring,0.0,188.7,f,white,gold,diamond
jewelry.pendant,0.0,184.79,f,red,gold,diamond
jewelry.pendant,1.0,95.75,f,red,gold,fianit
jewelry.pendant,0.0,76.15,f,red,gold,fianit
jewelry.earring,2.0,143.7,f,red,gold,topaz
jewelry.earring,1.0,364.25,f,red,gold,diamond
jewelry.pendant,2.0,410.82,f,red,gold,diamond
jewelry.earring,1.0,369.82,f,red,gold,turquoise
jewelry.bracelet,0.0,856.03,f,red,gold,diamond
jewelry.earring,1.0,154.66,f,red,gold,diamond
jewelry.ring,2.0,349.18,f,white,gold,diamond
jewelry.earring,1.0,165.62,f,red,gold,fianit
jewelry.bracelet,0.0,180.68,f,red,gold,diamond
jewelry.earring,0.0,1264.38,f,red,gold,agate
jewelry.earring,0.0,101.23,f,white,gold,fianit
jewelry.earring,0.0,101.23,f,white,gold,fianit
jewelry.bracelet,0.0,180.68,f,red,gold,diamond
jewelry.earring,0.0,101.23,f,white,gold,fianit
jewelry.ring,0.0,362.88,f,red,gold,diamond
jewelry.ring,2.0,198.49,f,red,gold,diamond
jewelry.bracelet,0.0,151.92,f,white,gold,fianit
jewelry.bracelet,1.0,157.4,f,red,gold,pearl
jewelry.ring,2.0,472.47,f,red,gold,diamond
jewelry.ring,1.0,417.67,f,red,gold,diamond
jewelry.ring,1.0,369.73,f,red,gold,diamond
jewelry.ring,2.0,349.18,f,white,gold,diamond
jewelry.ring,1.0,397.12,f,white,gold,diamond
jewelry.ring,0.0,177.95,f,red,gold,diamond
jewelry.earring,0.0,177.95,f,white,gold,fianit
jewelry.bracelet,1.0,629.22,f,red,gold,diamond
jewelry.earring,1.0,349.18,f,red,gold,topaz
jewelry.pendant,1.0,314.93,f,white,gold,diamond
jewelry.pendant,1.0,232.74,f,white,gold,diamond
jewelry.ring,0.0,145.62,f,red,gold,diamond
jewelry.ring,0.0,133.55,f,red,gold,diamond
jewelry.earring,1.0,219.04,f,white,gold,diamond
jewelry.ring,0.0,145.62,f,red,gold,diamond
jewelry.ring,0.0,133.55,f,red,gold,diamond
jewelry.earring,2.0,313.7,f,red,gold,topaz
jewelry.earring,0.0,198.49,f,red,gold,emerald
jewelry.earring,0.0,253.29,f,red,gold,chrysolite
jewelry.earring,0.0,677.95,f,yellow,gold,diamond
jewelry.pendant,1.0,424.52,f,red,gold,emerald
jewelry.bracelet,0.0,1123.15,f,red,gold,diamond
jewelry.bracelet,0.0,1471.92,f,red,gold,diamond
jewelry.earring,0.0,77.95,f,red,gold,fianit
jewelry.pendant,1.0,525.89,f,red,gold,diamond
jewelry.earring,0.0,164.25,f,red,gold,pearl
jewelry.earring,0.0,164.25,f,red,gold,pearl
jewelry.ring,0.0,207.45,f,red,gold,diamond
jewelry.pendant,0.0,150.55,f,red,gold,ruby
jewelry.pendant,1.0,198.49,f,red,gold,pearl
jewelry.pendant,1.0,109.45,f,red,gold,pearl
jewelry.bracelet,1.0,220.0,f,red,gold,diamond
jewelry.earring,1.0,903.97,f,red,gold,diamond
jewelry.pendant,1.0,150.55,f,red,gold,diamond
jewelry.earring,2.0,308.08,f,red,gold,quartz
jewelry.ring,2.0,177.95,f,red,gold,quartz
jewelry.pendant,0.0,123.15,f,red,gold,topaz
jewelry.pendant,0.0,68.36,f,red,gold,garnet
jewelry.ring,1.0,390.27,f,red,gold,diamond
jewelry.earring,1.0,677.95,f,red,gold,diamond
jewelry.pendant,1.0,232.74,f,red,gold,diamond
jewelry.pendant,1.0,145.07,f,red,gold,diamond
jewelry.bracelet,0.0,554.75,f,white,gold,diamond
jewelry.earring,1.0,132.0,f,red,gold,fianit
jewelry.earring,0.0,287.53,f,red,gold,amethyst
jewelry.ring,0.0,198.49,f,red,gold,amethyst
jewelry.ring,0.0,350.29,f,red,gold,diamond
jewelry.ring,1.0,246.44,f,red,gold,garnet
jewelry.brooch,1.0,6.71,f,red,silver,diamond
jewelry.earring,1.0,65.37,f,red,gold,fianit
jewelry.bracelet,0.0,662.84,f,red,gold,diamond
jewelry.pendant,0.0,136.85,f,red,gold,diamond
jewelry.pendant,0.0,88.9,f,white,gold,topaz
jewelry.earring,1.0,273.84,f,red,gold,garnet
jewelry.pendant,1.0,136.85,f,red,gold,diamond
jewelry.pendant,1.0,225.07,f,white,gold,diamond
jewelry.ring,0.0,260.14,f,red,gold,topaz
jewelry.necklace,1.0,383.42,f,red,gold,pearl
jewelry.brooch,1.0,6.71,f,red,silver,diamond
jewelry.ring,1.0,917.67,f,white,gold,diamond
jewelry.ring,0.0,938.22,f,yellow,gold,diamond
jewelry.earring,1.0,195.86,f,red,gold,topaz
jewelry.ring,0.0,814.93,f,yellow,gold,diamond
jewelry.ring,0.0,198.49,f,red,gold,amethyst
jewelry.earring,0.0,287.53,f,red,gold,amethyst
jewelry.earring,2.0,431.37,f,red,gold,quartz
jewelry.necklace,1.0,588.9,f,white,gold,sapphire
jewelry.ring,2.0,177.95,f,red,gold,quartz
jewelry.earring,2.0,294.38,f,red,gold,quartz
jewelry.pendant,2.0,143.7,f,red,gold,quartz
jewelry.ring,2.0,171.1,f,red,gold,quartz
jewelry.pendant,0.0,184.79,f,white,gold,diamond
jewelry.pendant,0.0,123.15,f,white,gold,diamond
jewelry.ring,1.0,124.52,f,red,gold,fianit
jewelry.earring,1.0,677.95,f,red,gold,diamond
jewelry.pendant,1.0,28.73,f,red,gold,diamond
jewelry.earring,0.0,176.58,f,white,gold,diamond
jewelry.ring,1.0,183.42,f,red,gold,diamond
jewelry.ring,0.0,502.03,f,white,gold,diamond
jewelry.ring,1.0,534.11,f,red,gold,diamond
jewelry.ring,2.0,506.71,f,red,gold,diamond
jewelry.earring,1.0,397.12,f,red,gold,pearl
jewelry.pendant,1.0,410.82,f,red,gold,diamond
jewelry.earring,1.0,814.93,f,red,gold,pearl
jewelry.earring,0.0,335.48,f,red,gold,quartz
jewelry.earring,0.0,335.48,f,red,gold,quartz
jewelry.pendant,0.0,198.49,f,red,gold,diamond
jewelry.pendant,0.0,123.15,f,red,gold,quartz
jewelry.ring,0.0,266.99,f,yellow,gold,topaz
jewelry.earring,0.0,176.58,f,white,gold,diamond
jewelry.pendant,0.0,143.7,f,white,gold,topaz
jewelry.bracelet,0.0,677.95,f,yellow,gold,topaz
jewelry.pendant,0.0,107.23,f,yellow,gold,mix
jewelry.necklace,0.0,641.18,f,yellow,gold,topaz
jewelry.bracelet,0.0,677.95,f,yellow,gold,topaz
jewelry.necklace,0.0,641.18,f,yellow,gold,topaz
jewelry.earring,0.0,397.12,f,red,gold,pearl
jewelry.ring,0.0,219.04,f,red,gold,garnet
jewelry.bracelet,0.0,677.95,f,yellow,gold,topaz
jewelry.necklace,0.0,641.18,f,yellow,gold,topaz
jewelry.earring,0.0,292.16,f,red,gold,diamond
jewelry.pendant,1.0,91.64,f,red,gold,fianit
jewelry.earring,0.0,113.56,f,white,gold,diamond
jewelry.bracelet,0.0,151.92,f,white,gold,fianit
jewelry.earring,1.0,115.36,f,white,gold,diamond
jewelry.bracelet,1.0,157.4,f,red,gold,pearl
jewelry.souvenir,0.0,6.71,f,red,silver,diamond
jewelry.pendant,1.0,199.86,f,red,gold,diamond
jewelry.ring,1.0,493.01,f,white,gold,diamond
jewelry.pendant,1.0,383.42,f,white,gold,diamond
jewelry.pendant,2.0,337.64,f,red,gold,diamond
jewelry.ring,2.0,349.18,f,white,gold,diamond
jewelry.bracelet,0.0,458.77,f,red,gold,diamond
jewelry.earring,1.0,150.55,f,white,gold,diamond
jewelry.pendant,0.0,43.7,f,red,gold,fianit
jewelry.ring,0.0,547.81,f,white,gold,diamond
jewelry.ring,0.0,547.81,f,red,gold,diamond
jewelry.earring,1.0,876.58,f,red,gold,diamond
jewelry.ring,1.0,575.21,f,red,gold,diamond
jewelry.ring,1.0,472.47,f,red,gold,diamond
jewelry.earring,0.0,653.4,f,red,gold,diamond
jewelry.earring,2.0,582.05,f,red,gold,diamond
jewelry.earring,0.0,210.82,f,red,gold,fianit
jewelry.ring,0.0,280.68,f,white,gold,diamond
jewelry.ring,0.0,225.89,f,white,gold,diamond
jewelry.ring,0.0,188.7,f,white,gold,diamond
jewelry.earring,0.0,362.88,f,red,gold,diamond
jewelry.earring,0.0,317.67,f,red,gold,diamond
jewelry.ring,0.0,1020.41,f,red,gold,diamond
jewelry.ring,0.0,238.22,f,white,gold,fianit
jewelry.necklace,1.0,198.49,f,red,gold,diamond
jewelry.pendant,1.0,49.89,f,white,gold,fianit
jewelry.earring,0.0,663.26,f,yellow,gold,topaz
jewelry.bracelet,1.0,220.0,f,red,gold,diamond
jewelry.earring,0.0,328.63,f,red,gold,diamond
jewelry.pendant,0.0,130.0,f,red,gold,pearl
jewelry.earring,2.0,225.89,f,red,gold,garnet
jewelry.pendant,2.0,61.51,f,red,gold,garnet
jewelry.ring,1.0,1335.48,f,red,gold,diamond
jewelry.ring,1.0,185.59,f,red,gold,diamond
jewelry.pendant,1.0,42.84,f,red,gold,fianit
jewelry.ring,0.0,1433.53,f,yellow,gold,topaz
jewelry.pendant,0.0,164.25,f,red,gold,diamond
jewelry.ring,0.0,1433.53,f,yellow,gold,topaz
jewelry.earring,0.0,238.22,f,red,gold,diamond
jewelry.earring,1.0,225.89,f,red,gold,topaz
jewelry.brooch,1.0,342.33,f,red,gold,amethyst
jewelry.earring,1.0,180.68,f,red,gold,diamond
jewelry.ring,1.0,184.79,f,red,gold,topaz
jewelry.earring,1.0,73.84,f,red,gold,diamond
jewelry.pendant,1.0,198.6,f,red,gold,diamond
jewelry.brooch,1.0,6.71,f,red,silver,diamond
jewelry.earring,0.0,440.11,f,red,gold,diamond
jewelry.earring,0.0,88.9,f,red,gold,fianit
jewelry.earring,0.0,417.67,f,red,gold,pearl
jewelry.necklace,2.0,179.32,f,red,gold,diamond
jewelry.necklace,2.0,179.32,f,red,gold,diamond
jewelry.bracelet,1.0,220.0,f,red,gold,diamond
jewelry.pendant,0.0,184.79,f,red,gold,diamond
jewelry.pendant,1.0,65.62,f,red,gold,fianit
jewelry.pendant,1.0,232.74,f,red,gold,diamond
jewelry.earring,0.0,335.48,f,red,gold,quartz
jewelry.earring,0.0,254.66,f,red,gold,diamond
jewelry.earring,0.0,157.4,f,red,gold,diamond
jewelry.earring,1.0,131.47,f,red,gold,topaz
jewelry.ring,1.0,81.33,f,red,gold,fianit
jewelry.earring,0.0,240.96,f,yellow,gold,diamond
jewelry.brooch,1.0,6.71,f,red,silver,diamond
jewelry.ring,0.0,139.04,m,white,silver,sapphire
jewelry.ring,2.0,520.41,f,red,gold,diamond
jewelry.earring,0.0,383.42,f,red,gold,diamond
jewelry.bracelet,2.0,513.7,f,red,gold,topaz
jewelry.pendant,0.0,113.56,f,red,gold,fianit
jewelry.earring,1.0,287.53,f,red,gold,diamond
jewelry.earring,0.0,342.33,f,red,gold,diamond
jewelry.earring,1.0,153.29,f,red,gold,diamond
jewelry.ring,0.0,253.29,f,white,gold,sapphire
jewelry.earring,0.0,321.78,f,red,gold,ruby
jewelry.earring,0.0,324.52,f,red,gold,diamond
jewelry.earring,1.0,630.0,f,white,gold,diamond
jewelry.necklace,0.0,465.62,f,red,gold,diamond
jewelry.bracelet,1.0,110.07,f,red,gold,diamond
jewelry.brooch,1.0,6.71,f,red,silver,diamond
jewelry.ring,1.0,90.27,f,yellow,gold,diamond
jewelry.earring,0.0,410.82,f,red,gold,garnet
jewelry.earring,2.0,356.03,f,red,gold,mix
jewelry.earring,1.0,225.89,f,red,gold,topaz
jewelry.earring,0.0,663.26,f,yellow,gold,topaz
jewelry.earring,2.0,87.53,f,red,gold,diamond
jewelry.earring,1.0,159.68,f,red,gold,diamond
jewelry.earring,1.0,136.85,f,red,gold,diamond
jewelry.earring,1.0,109.89,f,red,gold,diamond
jewelry.earring,1.0,151.92,f,red,gold,diamond
jewelry.earring,1.0,146.44,f,red,gold,diamond
jewelry.earring,1.0,139.59,f,red,gold,diamond
jewelry.ring,0.0,335.48,f,red,gold,diamond
jewelry.pendant,1.0,239.59,f,white,gold,diamond
jewelry.bracelet,0.0,325.89,f,white,gold,diamond
jewelry.ring,0.0,119.77,f,red,gold,diamond
jewelry.earring,0.0,157.4,f,red,gold,pearl
